"method","loc","cyclo","calls","nbd","param"
"org.jkiss.dbeaver.ui.controls.resultset.valuefilter.FilterValueEditPopup.createDialogArea(Composite parent)",167,12,63,3,1
"org.jkiss.dbeaver.ui.dialogs.driver.DriverDownloadAutoPage.downloadLibraryFiles(final DBRProgressMonitor monitor)",62,12,17,3,1
"org.jkiss.dbeaver.ui.controls.CustomSashForm.drawArrow(GC gc, int[] sashLoc, boolean selected)",59,12,29,3,3
"org.jkiss.dbeaver.ui.gis.panel.TilesManagementDialog.repopulateTree(@Nullable LeafletTilesDescriptor tilesToSelect, boolean retainExpansion)",55,12,36,3,2
"org.jkiss.dbeaver.ui.dialogs.connection.ConnectionPageNetwork.activatePage()",49,12,24,3,0
"org.jkiss.dbeaver.ext.postgresql.sql.PostgreEscapeStringRule.evaluate(TPCharacterScanner scanner, boolean resume)",49,12,12,3,2
"org.jkiss.dbeaver.runtime.qm.QMLogFileWriter.writeEvent(StringBuilder buffer, QMMetaEvent event)",45,12,33,3,2
"org.jkiss.dbeaver.model.impl.app.ApplicationRegistry.ApplicationRegistry(IExtensionRegistry registry)",41,12,20,3,1
"org.jkiss.dbeaver.ext.oracle.model.plan.OraclePlanNode.getObject(DBRProgressMonitor monitor)",37,12,16,3,1
"org.jkiss.dbeaver.registry.maven.versioning.ComparableVersion$ListItem.compareTo(Item item)",36,12,15,3,1
"org.jkiss.dbeaver.tools.transfer.stream.exporter.DataExporterTXT.writeRow(String[] values, char fill)",34,12,14,3,2
"org.jkiss.dbeaver.model.navigator.meta.DBXTreeItem.findPropertyGetter(Class<?> clazz, String getName, String isName)",18,12,17,3,3
"org.jkiss.dbeaver.ext.generic.model.GenericStructureAssistant.findContainer(DBRProgressMonitor monitor, GenericCatalog parentCatalog, GenericSchema parentSchema, String catalogName, String schemaName)",12,12,13,3,5
"org.jkiss.dbeaver.ext.exasol.model.ExasolDataSource.getConnectionURL(DBPConnectionConfiguration connectionInfo)",57,12,53,2,1
"org.jkiss.dbeaver.ui.editors.entity.handlers.SaveChangesHandler$SaveRunner.run()",55,12,13,2,0
"org.jkiss.dbeaver.ext.db2.manager.DB2SequenceManager.buildStatement(DB2Sequence sequence, Boolean forUpdate)",49,12,53,2,2
"org.jkiss.utils.csv.CSVWriter.writeNext(String[] nextLine, boolean applyQuotesToAll)",46,12,10,2,2
"org.jkiss.dbeaver.ext.postgresql.edit.PostgreTableColumnManager.addObjectModifyActions(DBRProgressMonitor monitor, DBCExecutionContext executionContext, List<DBEPersistAction> actionList, ObjectChangeCommand command, Map<String,Object> options)",36,12,30,2,5
"org.jkiss.dbeaver.ext.postgresql.model.data.PostgreIntervalValueHandler.getValueDisplayString(@NotNull DBSTypedObject column, Object value, @NotNull DBDDisplayFormat format)",25,12,37,2,3
"org.jkiss.dbeaver.ui.editors.binary.ActionHistory.eventPreModify(ActionType type, long position, boolean isSingle)",21,12,8,2,3
"org.jkiss.dbeaver.ext.exasol.model.security.ExasolSecurityPolicy.assignValues(HashMap<String,Integer> values)",40,12,11,1,1
"org.jkiss.dbeaver.ext.mysql.model.MySQLEvent.getObjectDefinitionText(DBRProgressMonitor monitor, Map<String,Object> options)",36,12,41,1,2
"org.jkiss.dbeaver.ui.preferences.PrefPageQueryManager.performOk()",33,12,40,1,0
"org.jkiss.dbeaver.ui.navigator.actions.NavigatorHandlerObjectDelete.confirmDependenciesDelete(final IWorkbenchWindow window, final List<?> selectedObjects)",61,11,30,10,2
"org.jkiss.dbeaver.ui.app.standalone.ApplicationWorkbenchWindowAdvisor.computeTitle()",36,11,26,9,0
"org.jkiss.dbeaver.ext.postgresql.model.PostgreRole.getPrivileges(DBRProgressMonitor monitor, boolean includeNestedObjects)",97,11,52,8,2
"org.jkiss.dbeaver.tools.project.ProjectImportWizard.importProjects(DBRProgressMonitor monitor)",72,11,29,8,1
"org.jkiss.dbeaver.ui.editors.text.handlers.TrimTextSpacesHandler.execute(ExecutionEvent executionEvent)",55,11,34,8,1
"org.jkiss.dbeaver.ui.editors.sql.SQLEditor.getTitleToolTip()",48,11,42,8,0
"org.jkiss.dbeaver.ui.editors.sql.QueryProcessor.getDataReceiver(final SQLQuery statement, final int resultSetNumber)",47,11,21,8,2
"org.jkiss.dbeaver.ui.controls.resultset.ResultSetViewer.updateFiltersText(boolean resetFilterValue)",38,11,18,8,1
"org.jkiss.dbeaver.ui.editors.sql.QueryResultsContainer$FindReplaceTarget.getTarget()",31,11,13,8,0
"org.jkiss.dbeaver.ui.editors.sql.QueryResultsContainer$DynamicSelectionProvider.getProvider()",28,11,12,8,0
"org.jkiss.dbeaver.ui.dashboard.view.DashboardUpdater.updateDashboards(DBRProgressMonitor monitor, List<DashboardContainer> dashboards)",63,11,27,7,2
"org.jkiss.dbeaver.ui.navigator.database.StatisticsNavigatorNodeRenderer.renderDataSourceNodeActions(DBNDatabaseNode element, Tree tree, GC gc, Event event)",52,11,18,7,4
"org.jkiss.dbeaver.ext.mysql.model.MySQLTable.MySQLTable(DBRProgressMonitor monitor, MySQLCatalog catalog, DBSEntity source)",50,11,24,7,3
"org.jkiss.dbeaver.tasks.ui.DataSourceToolsContributor.fillToolsMenu(List<IContributionItem> menuItems, List<ToolDescriptor> tools, ISelection selection)",43,11,25,7,3
"org.jkiss.dbeaver.model.navigator.DBNModel.getParentNode(DBSObject object)",42,11,15,7,1
"org.jkiss.dbeaver.model.sql.SQLUtils.generateEntityAlias(DBSEntity entity, DBRFinder<Boolean,String> aliasFinder)",39,11,12,7,2
"org.jkiss.dbeaver.ui.navigator.database.StatisticsNavigatorNodeRenderer.getDetailsTipText(DBNNode element, Tree tree, Event event)",37,11,23,7,3
"org.jkiss.dbeaver.model.navigator.DBNModel.cacheNodeChildren(DBRProgressMonitor monitor, DBNDatabaseNode node, DBSObject objectToCache, boolean addFiltered)",27,11,9,7,4
"org.jkiss.dbeaver.ui.properties.PropertyTreeViewer$PaintListener.handleEvent(Event event)",25,11,13,7,1
"org.jkiss.dbeaver.registry.DataSourceDescriptor.getVariablesResolver(boolean actualConfig)",22,11,15,7,1
"org.jkiss.dbeaver.registry.DataSourceDescriptor.getTypeFilterMapping(@Nullable DBSObject parentObject, boolean firstMatch, Class<?> testType)",20,11,9,7,3
"org.jkiss.dbeaver.ext.mysql.model.MySQLDataSource.initialize(@NotNull DBRProgressMonitor monitor)",113,11,46,6,1
"org.jkiss.dbeaver.registry.DataSourceRegistry.saveDataSources()",65,11,30,6,0
"org.jkiss.dbeaver.ui.controls.resultset.colors.ColorSettingsDialog.updateSettingsValues()",59,11,52,6,0
"org.jkiss.dbeaver.ext.generic.model.GenericObjectContainer.cacheIndexes(DBRProgressMonitor monitor, boolean readFromTables)",59,11,28,6,2
"org.jkiss.dbeaver.ui.gis.panel.GISBrowserViewer.primeEditorValue(@Nullable Object value)",57,11,27,6,1
"org.jkiss.dbeaver.registry.BaseWorkspaceImpl.refreshWorkspaceContents(DBRProgressMonitor monitor)",51,11,30,6,1
"org.jkiss.dbeaver.ui.actions.datasource.DataSourceToolbarUtils.refreshSelectorToolbar(IWorkbenchWindow window)",51,11,17,6,1
"org.jkiss.dbeaver.erd.model.ERDEntity.addModelRelations(DBRProgressMonitor monitor, ERDContainer diagram, boolean create, boolean reflect)",48,11,20,6,4
"org.jkiss.dbeaver.ext.postgresql.tasks.PostgreDatabaseBackupSettings.fillExportObjectsFromInput()",40,11,16,6,0
"org.jkiss.dbeaver.model.DBUtils.findNestedObject(@NotNull DBRProgressMonitor monitor, @NotNull DBCExecutionContext executionContext, @NotNull DBSObjectContainer parent, @NotNull List<String> names)",39,11,9,6,4
"org.jkiss.dbeaver.ext.postgresql.PostgreValueParser.checkAmountOfBrackets(String string)",36,11,9,6,1
"org.jkiss.dbeaver.ui.controls.lightgrid.LightGrid.scrollHorizontally(int count)",36,11,5,6,1
"org.jkiss.dbeaver.model.DBUtils.getReferenceAttribute(@NotNull DBRProgressMonitor monitor, @NotNull DBSEntityAssociation association, @NotNull DBSEntityAttribute tableColumn, boolean reference)",34,11,17,6,4
"org.jkiss.dbeaver.ui.navigator.NavigatorUtils.addStandardMenuItem(@Nullable IWorkbenchSite workbenchSite, @NotNull IMenuManager manager, @NotNull ISelectionProvider selectionProvider)",31,11,19,6,3
"org.jkiss.dbeaver.model.DBUtils.getDefaultOperators(DBSTypedObject attribute)",24,11,13,6,1
"org.jkiss.dbeaver.ui.editors.object.struct.EditForeignKeyPage.loadEntities(DBRProgressMonitor monitor, List<DBNDatabaseNode> entities, DBNDatabaseNode container)",23,11,8,6,3
"org.jkiss.dbeaver.registry.maven.MavenArtifactVersion.findDependencyManagement(String groupId, String artifactId)",21,11,7,6,2
"org.jkiss.dbeaver.ext.db2.editors.DB2StructureAssistant.searchTables(@NotNull JDBCSession session, @Nullable DBPNamedObject schema, @NotNull String mask, @NotNull List<DB2ObjectType> db2ObjectTypes, int maxResults, @NotNull Collection<? super DBSObjectReference> objects, int nbResults, boolean searchInDefinitions)",74,11,25,5,8
"org.jkiss.dbeaver.model.text.TextUtils.fuzzyScore(CharSequence term, CharSequence query, Locale locale)",69,11,10,5,3
"org.jkiss.dbeaver.registry.datatype.DataTypeAbstractDescriptor.DataTypeAbstractDescriptor(IConfigurationElement config, Class<DESCRIPTOR> instanceType)",66,11,26,5,2
"org.jkiss.dbeaver.ext.oracle.ui.actions.JobRunHandler.execute(ExecutionEvent event)",65,11,32,5,1
"org.jkiss.dbeaver.ui.dialogs.MultiPageWizardDialog.changePage()",61,11,29,5,0
"org.jkiss.dbeaver.ui.editors.sql.indent.SQLCommentAutoIndentStrategy.commentIndentAfterNewLine(IDocument d, DocumentCommand c)",54,11,19,5,2
"org.jkiss.dbeaver.ui.app.standalone.ApplicationWorkbenchAdvisor.saveAndCleanup()",50,11,20,5,0
"org.jkiss.dbeaver.model.impl.sql.SQLQueryTransformerCount.tryInjectCount(DBPDataSource dataSource, SQLQuery query)",45,11,24,5,2
"org.jkiss.dbeaver.ext.oracle.ui.tools.sqldeveloper.ConfigImportWizardPageSqlDeveloper.loadConnections(ImportData importData)",45,11,11,5,1
"org.jkiss.dbeaver.tools.transfer.ui.pages.database.DatabaseConsumerPageMapping.createTargetEditor(Object element)",43,11,22,5,1
"org.jkiss.dbeaver.ext.oracle.model.OracleStructureAssistant.searchInTableComments(@NotNull JDBCSession session, @Nullable OracleSchema schema, @NotNull ObjectsSearchParams params, @NotNull List<DBSObjectReference> objects)",42,11,32,5,4
"org.jkiss.dbeaver.ext.oracle.ui.tools.sqldeveloper.ConfigImportWizardPageSqlDeveloper.parseJsonConnections(File connectionsFile, ImportData importData)",40,11,40,5,2
"org.jkiss.dbeaver.ui.controls.ViewerColumnController.repackColumns()",40,11,16,5,0
"org.jkiss.dbeaver.runtime.properties.PropertySourceAbstract.collectProperties()",39,11,20,5,0
"org.jkiss.dbeaver.ui.navigator.actions.NavigatorHandlerObjectOpen.execute(ExecutionEvent event)",39,11,17,5,1
"org.jkiss.dbeaver.ui.controls.resultset.spreadsheet.Spreadsheet.shiftCursor(int xOffset, int yOffset, boolean keepSelection)",38,11,7,5,3
"org.jkiss.dbeaver.registry.ResourceHandlerDescriptor.ResourceHandlerDescriptor(IConfigurationElement config)",37,11,30,5,1
"org.jkiss.dbeaver.ext.oracle.model.OracleSchema.collectObjectStatistics(DBRProgressMonitor monitor, boolean totalSizeOnly, boolean forceRefresh)",37,11,17,5,3
"org.jkiss.dbeaver.ext.mysql.ui.editors.MySQLUserEditorPrivileges.updateLocalData(MySQLPrivilege privilege, boolean isGrant, MySQLCatalog curCatalog, MySQLTableBase curTable)",36,11,19,5,4
"org.jkiss.dbeaver.ext.mysql.model.plan.MySQLPlanNodeJSON.parseObject(String objName, JsonObject object)",35,11,16,5,2
"org.jkiss.dbeaver.ext.oracle.model.OracleSchema$TableCache.prepareLookupStatement(@NotNull JDBCSession session, @NotNull OracleSchema owner, @Nullable OracleTableBase object, @Nullable String objectName)",30,11,22,5,4
"org.jkiss.dbeaver.tools.transfer.ui.registry.DataTransferNodeConfiguratorDescriptor.createWizardPages(IWizardPage[] existingPages, boolean consumerOptional, boolean producerOptional, boolean settingsPage)",30,11,13,5,4
"org.jkiss.utils.time.ExtendedDateFormat.stripNanos(String pattern)",27,11,13,5,1
"org.jkiss.dbeaver.tools.transfer.ui.wizard.DataTransferWizard.addWizardPages(DataTransferWizard wizard)",27,11,11,5,1
"org.jkiss.dbeaver.model.virtual.DBVEntity.hasValuableData()",24,11,9,5,0
"org.jkiss.dbeaver.ui.editors.entity.EntityEditor.saveCommandContext(final DBRProgressMonitor monitor, Map<String,Object> options)",81,11,31,4,2
"org.jkiss.dbeaver.ui.editors.DatabaseLazyEditorInput.initializeRealInput(final DBRProgressMonitor monitor)",78,11,26,4,1
"org.jkiss.dbeaver.ui.controls.autorefresh.AutoRefreshControl$AutoRefreshMenuListener.widgetSelected(SelectionEvent e)",68,11,30,4,1
"org.jkiss.dbeaver.ui.actions.common.GenerateUUIDHandler.execute(ExecutionEvent event)",60,11,30,4,1
"org.jkiss.dbeaver.ext.mssql.ui.SQLServerConnectionPage.saveSettings(DBPDataSourceContainer dataSource)",58,11,34,4,1
"org.jkiss.dbeaver.ui.editors.sql.convert.impl.HTMLSQLConverter.convertText(@NotNull SQLDialect dialect, @NotNull SQLSyntaxManager syntaxManager, @NotNull SQLRuleScanner ruleManager, @NotNull IDocument document, int startPos, int length, @NotNull Map<String,Object> options)",54,11,32,4,7
"org.jkiss.dbeaver.ui.navigator.actions.NavigatorObjectsDeleter.deleteDatabaseNode(final DBNDatabaseNode node)",52,11,36,4,1
"org.jkiss.dbeaver.ext.mysql.tools.MySQLExportWizardPageObjects.loadSettings()",47,11,32,4,0
"org.jkiss.dbeaver.ui.controls.txn.PendingTransactionsDialog.loadContexts(boolean showAllContexts)",45,11,29,4,1
"org.jkiss.dbeaver.ui.app.standalone.DBeaverCommandLine.handleCommandLine(CommandLine commandLine, String instanceLoc)",45,11,20,4,2
"org.jkiss.dbeaver.ui.dialogs.connection.ConnectionPageGeneral.saveSettings(DBPDataSourceContainer dataSource)",44,11,24,4,1
"org.jkiss.dbeaver.model.sql.parser.rules.SQLWordRule.evaluate(TPCharacterScanner scanner)",43,11,18,4,1
"org.jkiss.dbeaver.ext.ocient.model.plan.OcientPlanNodeJson.parseObject(JsonObject object)",42,11,22,4,1
"org.jkiss.dbeaver.ui.controls.resultset.plaintext.PlainTextPresentation.scrollToRow(@NotNull RowPosition position)",40,11,11,4,1
"org.jkiss.dbeaver.data.console.ConsoleTextPresentation.scrollToRow(@NotNull RowPosition position)",39,11,11,4,1
"org.jkiss.dbeaver.model.DBValueFormatting.convertStringToNumber(String text, Class<?> hintType, @NotNull DBDDataFormatter formatter, boolean validateValue)",39,11,10,4,4
"org.jkiss.dbeaver.ui.editors.sql.generator.SQLGeneratorContributor.getContributionItems()",38,11,20,4,0
"org.jkiss.dbeaver.model.impl.jdbc.data.JDBCCompositeStatic.JDBCCompositeStatic(DBCSession session, @NotNull DBSDataType type, @Nullable Struct contents)",37,11,15,4,3
"org.jkiss.dbeaver.model.sql.format.tokenized.IndentFormatter.isJoinStart(List<FormatterToken> argList, int index)",36,11,20,4,2
"org.jkiss.dbeaver.ext.oceanbase.model.plan.OceanbasePlanNodeJSON.parseObject(String objName, JsonObject object)",35,11,16,4,2
"org.jkiss.dbeaver.ui.controls.resultset.TransformerSettingsDialog.updateTransformerInfo()",30,11,16,4,0
"org.jkiss.dbeaver.ext.vertica.model.VerticaStructureAssistant.findObjectsByMask(@NotNull JDBCExecutionContext executionContext, @NotNull JDBCSession session, @NotNull DBSObjectType objectType, @NotNull ObjectsSearchParams params, @NotNull List<DBSObjectReference> references)",25,11,10,4,5
"org.jkiss.dbeaver.ui.controls.ObjectViewerRenderer$MouseListener.mouseDown(MouseEvent e)",22,11,8,4,1
"org.jkiss.dbeaver.ui.controls.resultset.ResultSetFilterPanel.redrawPanels()",16,11,10,4,0
"org.jkiss.dbeaver.ui.navigator.dialogs.SelectDataSourceDialog.createDialogArea(Composite parent)",193,11,64,3,1
"org.jkiss.dbeaver.tools.project.ProjectExportWizardPage.createControl(Composite parent)",109,11,56,3,1
"org.jkiss.dbeaver.ui.editors.sql.syntax.SQLDoubleClickStrategy.matchBracketsAt()",61,11,6,3,0
"org.jkiss.dbeaver.ui.navigator.actions.NavigatorHandlerCreateColumnObjectBase.createColumnObject(@NotNull ExecutionEvent event, @NotNull Class<?> columnObjectSuperType)",49,11,27,3,2
"org.jkiss.dbeaver.data.gis.handlers.GISGeometryValueHandler.getValueFromObject(@NotNull DBCSession session, @NotNull DBSTypedObject type, Object object, boolean copy, boolean validateValue)",44,11,7,3,5
"org.jkiss.dbeaver.ui.controls.imageview.ImageActionDelegate.run()",36,11,17,3,0
"org.jkiss.dbeaver.model.data.json.JSONUtils.escapeJsonString(String str)",34,11,12,3,1
"org.jkiss.dbeaver.model.impl.data.transformers.RadixAttributeTransformer$RadixValueHandler.getValueFromObject(@NotNull DBCSession session, @NotNull DBSTypedObject type, @Nullable Object object, boolean copy, boolean validateValue)",29,11,12,3,5
"org.jkiss.dbeaver.tools.scripts.ScriptsExportWizard.exportFolder(DBRProgressMonitor monitor, IContainer folder, final ScriptsExportData exportData)",24,11,13,3,3
"org.jkiss.dbeaver.registry.datatype.DataTypeProviderRegistry.findTransformers(DBPDataSource dataSource, DBSTypedObject typedObject, Boolean custom)",20,11,9,3,3
"org.jkiss.dbeaver.ext.exasol.model.ExasolDataSource.initialize(@NotNull DBRProgressMonitor monitor)",233,11,24,2,1
"org.jkiss.dbeaver.ui.controls.resultset.spreadsheet.SpreadsheetCellEditor.computeEditorBounds()",57,11,4,2,0
"org.jkiss.dbeaver.ui.editors.sql.SQLEditorPropertyTester.test(Object receiver, String property, Object[] args, Object expectedValue)",46,11,23,2,4
"org.jkiss.dbeaver.ui.controls.txn.TransactionMonitorToolbar$MonitorPanel.paint(PaintEvent e)",45,11,25,2,1
"org.jkiss.dbeaver.ui.editors.DatabaseEditorUtils.setPartBackground(IEditorPart editor, Composite composite)",36,11,15,2,2
"org.jkiss.dbeaver.model.sql.generator.SQLGeneratorInsert.generateSQL(DBRProgressMonitor monitor, StringBuilder sql, DBSEntity object)",24,11,24,2,3
"org.jkiss.dbeaver.ui.controls.lightgrid.GridRowRenderer.paint(GC gc, Rectangle bounds, boolean selected, int level, IGridContentProvider.ElementState state, Object element)",74,11,33,1,6
"org.jkiss.dbeaver.ext.exasol.model.security.ExasolSecurityPolicy.getSecurityString()",45,11,19,1,0
"org.jkiss.dbeaver.ui.editors.sql.handlers.SQLEditorHandlerExecute.execute(ExecutionEvent event)",44,11,16,1,1
"org.jkiss.dbeaver.ext.mssql.model.SQLServerExtendedProperty.getObjectDefinitionText(DBRProgressMonitor monitor, boolean update, boolean delete)",40,11,21,1,3
"org.jkiss.dbeaver.ext.sqlite.model.SQLiteDataSource.getLocalDataType(String typeName)",17,11,13,1,1
"org.jkiss.dbeaver.model.impl.DBDummyNumberTransformer.transform(DBSObject object, Number value)",14,11,7,1,2
"org.jkiss.dbeaver.ui.search.metadata.SearchMetadataPage.updateSearchOptionsCheckboxes()",25,10,7,10,0
"org.jkiss.dbeaver.ui.navigator.itemlist.ObjectListControl.getCellValue(Object element, ObjectColumn objectColumn, boolean formatValue)",42,10,11,9,3
"org.jkiss.dbeaver.ui.app.standalone.ApplicationWorkbenchWindowAdvisor.updateTitle(boolean editorHidden)",42,10,10,9,1
"org.jkiss.dbeaver.ui.app.standalone.ApplicationWorkbenchWindowAdvisor.resourceChanged(IResourceChangeEvent event)",32,10,14,9,1
"org.jkiss.dbeaver.ui.navigator.itemlist.ObjectListControl$PaintListener.handleEvent(Event e)",32,10,12,9,1
"org.jkiss.dbeaver.ui.controls.resultset.ResultSetViewer.navigateReference(@NotNull DBRProgressMonitor monitor, @NotNull ResultSetModel bindingsModel, @NotNull DBSEntityAssociation association, @NotNull List<ResultSetRow> rows, boolean newWindow)",61,10,36,8,5
"org.jkiss.dbeaver.model.struct.DBStructUtils.generateTableListDDL(@NotNull DBRProgressMonitor monitor, @NotNull StringBuilder sql, @NotNull Collection<T> tablesOrViews, Map<String,Object> options, boolean addComments)",53,10,28,8,5
"org.jkiss.dbeaver.ui.controls.resultset.DataFilterRegistry$DataFilterParser.saxStartElement(SAXReader reader, String namespaceURI, String localName, Attributes atts)",47,10,30,8,4
