"type","sloc","nom","npm","wmc","dep","i-dep","fan-in","fan-out","noa","lcom3"
"org.jkiss.dbeaver.ui.preferences.PreferenceStoreDelegate",143,34,34,34,5,1,13,3,1,1.0
"org.jkiss.utils.ArrayUtilsTest",143,21,21,21,4,0,0,1,0,0.0
"org.jkiss.dbeaver.ui.dialogs.BaseAuthDialog",143,17,14,25,10,5,3,7,11,0.7272727272727273
"org.jkiss.dbeaver.ui.controls.ObjectEditorPageControl",143,16,13,23,22,10,3,14,5,0.92
"org.jkiss.dbeaver.ui.editors.entity.EntityEditorDescriptor",143,15,15,20,17,13,6,15,19,0.35714285714285715
"org.jkiss.dbeaver.ui.dialogs.StandardErrorDialog",143,10,6,30,18,5,5,9,5,0.7777777777777778
"org.jkiss.dbeaver.model.impl.data.formatters.NumberDataFormatter",143,4,4,36,14,4,1,10,5,0.3333333333333333
"org.jkiss.dbeaver.ui.DynamicFindReplaceTarget",142,19,19,33,6,0,0,4,1,1.0
"org.jkiss.dbeaver.ext.generic.model.GenericSQLDialect",142,18,17,28,11,9,22,11,15,0.5882352941176471
"org.jkiss.dbeaver.ext.postgresql.model.impls.redshift.RedshiftExternalSchema",142,18,14,25,23,12,1,16,3,0.9803921568627452
"org.jkiss.dbeaver.ext.mysql.model.MySQLTrigger",142,16,16,18,19,13,4,18,5,0.8666666666666667
"org.jkiss.dbeaver.ui.editors.sql.dialogs.GenerateSQLDialog",142,14,4,14,24,9,2,14,3,1.0
"org.jkiss.dbeaver.registry.datatype.DataTypeAbstractDescriptor",142,9,8,29,12,7,2,15,9,0.6111111111111112
"org.jkiss.dbeaver.ext.exasol.model.cache.ExasolViewCache",142,5,1,9,13,9,0,11,5,1.25
"org.jkiss.dbeaver.ext.postgresql.model.PostgreGenericTypeCache",142,3,1,30,16,13,1,15,2,0.75
"org.jkiss.dbeaver.model.sql.analyzer.builder.request.RequestResult",141,20,18,21,22,14,2,17,5,0.9473684210526315
"org.jkiss.utils.SecurityUtils",141,9,9,15,4,0,4,7,5,0.75
"org.jkiss.dbeaver.ui.preferences.PrefPageConfirmations",141,8,2,13,27,16,0,20,2,0.9285714285714286
"org.jkiss.dbeaver.ui.navigator.NavigatorAdapterFactory",141,5,5,29,21,9,0,12,1,1.0
"org.jkiss.dbeaver.ext.import_config.wizards.squirrel.ConfigImportWizardPageSquirrel",141,3,0,28,16,11,1,14,8,0.0
"org.jkiss.dbeaver.ext.exasol.model.plan.ExasolPlanNode",140,24,24,24,7,3,1,4,19,0.6361556064073227
"org.jkiss.dbeaver.ext.db2.model.security.DB2Grantee",140,21,20,24,15,7,4,12,5,0.99
"org.jkiss.dbeaver.ext.vertica.model.VerticaSequence",140,17,17,23,15,9,3,13,9,0.75
"org.jkiss.dbeaver.tasks.ui.sql.SQLToolTaskWizard",140,13,11,19,27,22,1,27,6,0.7916666666666666
"org.jkiss.dbeaver.ext.db2.manager.DB2TableColumnManager",140,10,3,25,21,16,0,21,10,1.0666666666666667
"org.jkiss.dbeaver.ext.postgresql.tools.fdw.PostgreFDWConfigWizardPageFinal",140,7,5,8,24,12,1,16,4,0.75
"org.jkiss.dbeaver.tools.transfer.internal.DTMessages",140,1,0,1,1,0,26,1,131,0.0
"org.jkiss.dbeaver.ext.mssql.model.SQLServerProcedureParameter",139,21,21,25,13,8,1,11,10,0.775
"org.jkiss.dbeaver.ext.oracle.model.OracleSchedulerProgram",139,19,17,31,15,8,1,9,17,0.5751633986928105
"org.jkiss.dbeaver.ui.charts.BaseChartComposite",139,17,11,14,22,4,1,6,0,0.0
"org.jkiss.dbeaver.ext.db2.model.DB2CurrentUserPrivileges",139,8,5,29,8,5,1,8,19,0.0
"org.jkiss.dbeaver.erd.ui.navigator.DiagramCreateWizard",139,7,6,20,29,16,1,19,7,0.6666666666666666
"org.jkiss.dbeaver.ui.dialogs.connection.DriverPropertiesDialogPage",139,7,7,18,17,7,15,12,4,0.75
"org.jkiss.dbeaver.ext.oracle.model.OracleTableIndex",138,15,15,23,20,9,6,14,4,0.8928571428571429
"org.jkiss.dbeaver.ui.LoadingJob",138,14,11,19,13,10,21,14,9,0.7777777777777778
"org.jkiss.dbeaver.ext.oracle.model.plan.OracleQueryPlanner",138,12,8,12,19,8,1,13,2,0.9545454545454546
"org.jkiss.dbeaver.ui.controls.resultset.virtual.EditVirtualColumnsPage",138,12,9,11,22,11,2,14,4,0.8636363636363636
"org.jkiss.dbeaver.ui.resources.bookmarks.BookmarkStorage",138,11,11,17,23,9,4,11,11,0.5
"org.jkiss.dbeaver.ui.preferences.PrefPageConnectionClient",138,10,2,9,16,12,0,14,6,0.7962962962962963
"org.jkiss.dbeaver.ui.editors.sql.syntax.SQLInformationProvider",138,10,9,24,18,11,0,18,6,0.7222222222222222
"org.jkiss.dbeaver.ext.db2.ui.views.DB2ConnectionPage",138,9,9,16,19,8,0,11,5,0.75
"org.jkiss.dbeaver.tasks.ui.wizard.EditTaskConfigurationDialog",138,9,3,18,27,14,2,16,8,0.5625
"org.jkiss.dbeaver.ui.controls.resultset.handler.ResultSetPropertyTester",138,3,2,44,11,9,1,13,17,0.0
"org.jkiss.dbeaver.ext.oracle.model.OracleJob",137,21,21,24,15,9,1,11,14,0.675
"org.jkiss.dbeaver.ext.mysql.model.MySQLTableIndex",137,17,17,21,18,10,3,13,5,0.875
"org.jkiss.dbeaver.ui.editors.sql.indent.SQLIndenter",137,14,10,28,6,0,1,4,6,0.8076923076923077
"org.jkiss.dbeaver.ext.db2.manager.DB2TableManager",137,10,8,19,18,12,0,17,12,0.8611111111111112
"org.jkiss.dbeaver.ext.postgresql.model.PostgrePrivilege",136,22,22,38,10,7,2,13,9,0.8095238095238095
"org.jkiss.dbeaver.ext.exasol.model.ExasolScript",136,19,19,21,23,11,2,16,8,0.8055555555555556
"org.jkiss.dbeaver.ui.editors.sql.syntax.SQLRuleScanner",136,18,15,33,19,8,5,14,8,0.875
"org.jkiss.dbeaver.ext.exasol.ui.config.ExasolConsumerGroupDialog",136,13,10,12,18,4,1,8,8,0.7083333333333334
"org.jkiss.dbeaver.ext.hana.model.plan.HANAPlanNode",135,24,24,24,8,3,1,5,18,0.6714975845410628
"org.jkiss.dbeaver.tools.transfer.registry.DataTransferProcessorDescriptor",135,19,19,28,15,10,15,14,14,0.6626984126984127
"org.jkiss.dbeaver.ext.oceanbase.mysql.model.OceanbaseMySQLDataSource",135,19,17,24,28,23,3,29,3,0.9814814814814815
"org.jkiss.dbeaver.tools.transfer.stream.StreamTransferResultSet",135,17,17,26,19,5,1,8,9,0.75
"org.jkiss.dbeaver.ext.postgresql.edit.PostgreViewManager",135,14,5,25,21,14,2,19,1,1.0
"org.jkiss.dbeaver.ext.postgresql.ui.PostgreCreateTablespaceDialog",135,14,8,9,26,9,1,12,7,0.7692307692307693
"org.jkiss.dbeaver.ext.greenplum.model.GreenplumFunctionTest",135,14,9,14,16,8,0,10,13,0.5384615384615384
"org.jkiss.dbeaver.ext.hive.model.HiveTable",135,13,9,20,26,20,4,26,1,1.0833333333333333
"org.jkiss.dbeaver.ui.dashboard.view.DashboardDatabaseSelectDialog",135,9,5,9,24,15,1,18,3,0.875
"org.jkiss.dbeaver.ext.postgresql.model.PostgreTableConstraintBase",134,17,16,22,20,12,4,17,7,0.8125
"org.jkiss.wmi.test.TestService",134,11,9,17,4,0,1,7,5,0.9
"org.jkiss.dbeaver.ui.controls.resultset.view.ErrorPresentation",134,11,11,18,29,13,1,17,10,0.55
"org.jkiss.dbeaver.ext.exasol.model.cache.ExasolTableUniqueKeyCache",134,5,1,7,16,10,0,12,2,1.25
"org.jkiss.dbeaver.ext.wmi.model.WMIStatement",133,19,19,20,10,6,1,8,7,0.8333333333333334
"org.jkiss.dbeaver.erd.ui.part.NodePart",133,18,15,38,10,4,10,8,1,1.0
"org.jkiss.dbeaver.model.impl.data.transformers.EpochTimeAttributeTransformer",133,17,13,12,20,11,1,21,10,0.80625
"org.jkiss.dbeaver.model.sql.parser.SQLIdentifierDetector",133,16,14,39,8,3,5,7,9,0.7333333333333333
"org.jkiss.dbeaver.ext.import_config.wizards.ConfigImportWizardPage",133,10,8,14,18,9,5,11,3,0.8888888888888888
"org.jkiss.dbeaver.ext.postgresql.PostgreMessages",133,1,0,1,1,0,20,1,124,0.0
"org.jkiss.dbeaver.model.sql.generator.SQLGenerator",132,26,22,32,14,9,7,13,9,0.8577777777777778
"org.jkiss.dbeaver.model.sql.SQLQueryResult",132,24,24,30,6,1,0,4,11,0.782608695652174
"org.jkiss.dbeaver.ext.exasol.model.ExasolView",132,17,16,19,25,16,4,21,3,0.9375
"org.jkiss.dbeaver.model.text.parser.TPRuleBasedScanner",132,15,14,29,4,1,3,7,10,0.6785714285714286
"org.jkiss.dbeaver.ui.editors.sql.dialogs.ViewSQLDialog",132,14,6,22,16,8,3,9,7,0.7692307692307693
"org.jkiss.dbeaver.ext.vertica.edit.VerticaSequenceManager",132,12,4,22,23,18,0,23,0,0.0
"org.jkiss.dbeaver.model.sql.registry.SQLQueryParameterRegistry",132,11,9,21,11,8,3,15,9,0.711111111111111
"org.jkiss.dbeaver.ext.db2.manager.DB2SequenceManager",132,9,2,25,17,13,0,17,5,1.125
"org.jkiss.dbeaver.registry.driver.DriverClassFindJob",132,6,3,35,19,6,1,15,7,0.5142857142857143
"org.jkiss.dbeaver.runtime.WebUtils",132,5,4,25,15,10,8,19,2,0.875
"org.jkiss.dbeaver.model.impl.local.LocalResultSetColumn",131,20,20,27,9,5,4,7,5,0.8947368421052632
"org.jkiss.dbeaver.ui.views.session.SessionTable",131,14,11,13,19,9,1,13,5,0.8923076923076922
"org.jkiss.dbeaver.tools.transfer.registry.DataTransferRegistry",131,13,12,37,10,4,13,7,5,0.9
"org.jkiss.dbeaver.ext.oracle.data.OracleTimestampValueHandler",131,8,5,27,22,12,2,21,3,1.1428571428571428
"org.jkiss.dbeaver.registry.NativeClientDistributionDescriptor",131,7,7,24,16,10,2,13,6,0.5833333333333334
"org.jkiss.dbeaver.ext.exasol.model.cache.ExasolTableForeignKeyCache",131,5,1,10,14,8,1,10,2,1.25
"org.jkiss.dbeaver.registry.driver.DriverDescriptorSerializerModern",131,2,2,26,10,6,1,9,2,0.5
"org.jkiss.dbeaver.erd.model.ERDAssociation",130,15,14,29,14,9,9,10,6,0.8214285714285714
"org.jkiss.dbeaver.ext.mysql.model.MySQLExecutionContext",130,15,12,24,18,15,4,19,2,0.9642857142857143
"org.jkiss.dbeaver.tasks.ui.sql.script.SQLScriptTaskDataSourceSelectorDialog",130,14,10,8,25,11,1,13,3,0.9743589743589743
"org.jkiss.dbeaver.ui.gis.presentation.GeometryPresentation",130,13,12,24,25,10,0,14,2,0.9583333333333334
"org.jkiss.dbeaver.ext.firebird.model.FireBirdDataSource",130,12,12,19,25,18,2,21,5,0.8727272727272727
"org.jkiss.dbeaver.ext.exasol.manager.ExasolSchemaManager",130,11,5,19,27,23,0,28,0,0.0
"org.jkiss.dbeaver.model.impl.jdbc.cache.JDBCObjectCache",130,11,5,25,18,12,52,17,3,0.9
"org.jkiss.dbeaver.ui.controls.folders.TabbedFoldersRegistry",130,10,6,20,17,10,1,15,6,0.7407407407407407
"org.jkiss.dbeaver.model.impl.jdbc.data.handlers.JDBCTemporalAccessorValueHandler",130,7,4,26,21,12,2,15,5,1.1666666666666667
"org.jkiss.dbeaver.ui.editors.sql.handlers.SQLEditorHandlerOpenObjectConsole",130,6,5,16,34,17,2,20,2,0.9
"org.jkiss.dbeaver.ext.exasol.model.ExasolTableForeignKey",129,17,17,22,17,10,3,15,6,0.84375
"org.jkiss.dbeaver.ext.oracle.model.OracleJavaClass",129,17,16,20,16,10,1,13,11,0.6875
"org.jkiss.dbeaver.ext.oracle.model.OracleDataFile",129,16,15,17,6,2,1,3,15,0.5333333333333333
"org.jkiss.dbeaver.tools.transfer.stream.StreamTransferProducer",129,13,13,26,25,17,3,21,4,0.875
"org.jkiss.dbeaver.model.impl.jdbc.struct.JDBCTableForeignKey",129,12,12,21,11,6,4,10,3,0.9090909090909091
"org.jkiss.dbeaver.ext.mysql.ui.controls.PrivilegeTableControl",129,8,7,17,15,4,2,6,2,0.9285714285714286
"org.jkiss.dbeaver.runtime.net.GlobalProxyAuthenticator",129,5,1,38,20,12,1,14,2,0.875
"org.jkiss.dbeaver.ext.exasol.model.ExasolTableIndex",128,22,22,23,15,9,2,12,7,0.8571428571428571
"org.jkiss.dbeaver.ext.generic.model.GenericPackage",128,19,19,19,14,6,0,11,3,0.9444444444444444
"org.jkiss.dbeaver.ext.generic.model.GenericCatalog",128,15,15,24,13,7,7,10,3,0.9285714285714286
"org.jkiss.dbeaver.registry.driver.DriverLibraryLocal",128,15,13,28,14,5,5,7,1,1.0
"org.jkiss.dbeaver.registry.task.TaskRunJob",128,11,8,13,18,7,1,18,11,0.509090909090909
"org.jkiss.dbeaver.ext.exasol.manager.ExasolUserManager",128,10,3,20,23,19,0,24,0,0.0
"org.jkiss.dbeaver.erd.ui.figures.AttributeItemFigure",128,9,8,25,20,8,2,10,2,0.9375
"org.jkiss.dbeaver.ui.navigator.database.DatabaseNavigatorContentProvider",128,7,7,24,18,15,1,20,4,0.7916666666666666
"org.jkiss.dbeaver.ext.greenplum.model.GreenplumUtils",128,5,0,25,22,15,0,18,0,0.0
"org.jkiss.dbeaver.model.qm.meta.QMMStatementExecuteInfo",127,20,20,26,3,1,3,2,11,0.7368421052631579
"org.jkiss.dbeaver.ui.controls.resultset.ResultSetRow",127,17,17,26,10,4,21,6,14,0.59375
"org.jkiss.dbeaver.ext.generic.model.GenericUtils",127,14,14,30,9,6,3,10,0,0.0
"org.jkiss.dbeaver.ui.editors.binary.DisplayedContent",127,14,14,31,6,0,3,5,4,0.8846153846153846
"org.jkiss.dbeaver.ui.controls.resultset.ActiveStatusMessage",127,12,10,19,26,13,0,16,7,0.7272727272727273
"org.jkiss.dbeaver.ext.exasol.manager.ExasolConnectionManager",127,9,3,18,17,14,0,20,0,0.0
"org.jkiss.dbeaver.ext.firebird.edit.FireBirdTableColumnManager",127,9,5,22,22,18,0,23,1,1.125
"org.jkiss.dbeaver.ui.navigator.actions.NavigatorHandlerCopyAbstract",127,7,3,32,32,12,2,18,0,0.0
"org.jkiss.dbeaver.ui.dashboard.view.DashboardView",126,13,11,23,15,10,0,16,5,0.8333333333333334
"org.jkiss.dbeaver.registry.maven.versioning.DefaultArtifactVersion",126,12,11,34,3,0,7,5,6,0.7727272727272727
"org.jkiss.dbeaver.ext.postgresql.ui.config.PostgreProcedureConfigurator",126,9,6,12,20,11,0,14,6,0.6875
"org.jkiss.dbeaver.erd.model.ERDContentProviderDefault",126,8,7,31,11,8,0,13,2,1.0714285714285714
"org.jkiss.dbeaver.ui.dialogs.driver.DriverLibraryDetailsDialog",126,8,1,9,20,10,1,12,3,0.8571428571428571
"org.jkiss.dbeaver.model.data.DBDAttributeBindingElement",125,23,23,25,6,3,1,8,2,0.9772727272727273
"org.jkiss.dbeaver.erd.ui.command.AssociationCreateCommand",125,19,17,27,12,8,2,10,6,0.8611111111111112
"org.jkiss.dbeaver.ui.controls.StyledTextFindReplaceTarget",125,17,17,25,11,1,3,5,5,0.875
"org.jkiss.dbeaver.ext.mssql.model.SQLServerView",125,16,16,22,16,9,4,13,2,0.9666666666666667
"org.jkiss.dbeaver.ext.db2.model.DB2TableUniqueKey",125,15,15,17,20,10,3,12,8,0.75
"org.jkiss.dbeaver.ui.editors.sql.templates.SQLContext",125,9,6,28,11,3,2,8,2,1.0625
"org.jkiss.dbeaver.model.impl.data.transformers.RadixAttributeTransformer",125,4,4,26,18,11,0,18,12,0.0
"org.jkiss.dbeaver.ext.mysql.ui.internal.MySQLUIMessages",125,1,0,1,1,0,18,1,116,0.0
"org.jkiss.wmi.service.WMIConstants",125,0,0,1,0,0,2,0,122,0.0
"org.jkiss.dbeaver.ext.informix.model.InformixMetaModel",124,15,15,21,20,13,0,15,1,1.0
"org.jkiss.dbeaver.ui.editors.object.struct.EditIndexPage",124,12,7,18,16,6,7,8,8,0.6818181818181818
"org.jkiss.dbeaver.ui.controls.imageview.ImageViewer",124,12,12,18,13,2,2,4,6,0.7727272727272727
"org.jkiss.dbeaver.tasks.ui.sql.SQLToolTaskObjectSelectorDialog",124,9,6,8,22,11,1,13,5,0.8
"org.jkiss.dbeaver.ui.editors.sql.dialogs.ProcedureParameterBindDialog",124,9,3,9,20,11,0,12,4,0.875
"org.jkiss.dbeaver.erd.ui.navigator.DiagramCreateWizardPage",124,8,6,11,27,12,1,14,3,0.8571428571428571
"org.jkiss.dbeaver.ext.oracle.ui.actions.PackageNavigateHandler",124,7,4,20,32,14,0,19,3,0.8333333333333334
"org.jkiss.dbeaver.ext.exasol.model.lock.ExasolLock",123,20,20,20,8,2,2,4,13,0.728744939271255
"org.jkiss.dbeaver.erd.ui.part.AttributePart",123,19,13,27,14,9,4,11,1,1.0
"org.jkiss.dbeaver.ext.exasol.model.lock.ExasolLockItem",123,18,18,18,5,2,1,3,16,0.5588235294117647
"org.jkiss.dbeaver.ext.postgresql.model.session.PostgreSession",123,17,17,24,7,3,2,6,14,0.59375
"org.jkiss.dbeaver.ext.firebird.model.FireBirdTableColumn",123,15,15,22,18,12,3,16,2,0.9642857142857143
"org.jkiss.dbeaver.ext.postgresql.edit.PostgreSequenceManager",123,11,3,22,23,19,0,24,0,0.0
"org.jkiss.dbeaver.ui.gis.panel.SelectSRIDDialog",123,10,3,15,17,8,1,12,8,0.6111111111111112
"org.jkiss.dbeaver.ext.h2.model.H2MetaModel",123,9,9,15,17,10,2,11,0,0.0
"org.jkiss.dbeaver.ui.editors.sql.commands.SQLCommandInclude",123,9,9,19,20,14,0,21,5,0.75
"org.jkiss.dbeaver.ext.postgresql.model.AuthModelPgPass",123,6,3,24,16,12,0,17,2,0.9
"org.jkiss.dbeaver.ext.postgresql.ui.PrefPagePostgreSQL",123,6,4,8,15,7,0,11,8,0.3
"org.jkiss.dbeaver.ext.generic.model.IndexCache",123,5,1,17,19,12,1,14,1,1.0
"org.jkiss.dbeaver.ui.navigator.actions.NavigatorHandlerObjectMove",123,3,1,21,22,14,0,16,1,1.0
"org.jkiss.dbeaver.ext.postgresql.model.PostgreProcedureParameter",122,21,21,21,8,3,4,6,6,0.875
"org.jkiss.dbeaver.ext.postgresql.model.PostgreForeignServer",122,16,13,16,15,8,2,12,8,0.7833333333333333
"org.jkiss.dbeaver.ext.clickhouse.model.ClickhouseTable",122,14,13,17,18,14,2,17,7,0.7692307692307693
"org.jkiss.dbeaver.ext.mysql.model.plan.MySQLPlanAnalyser",122,11,9,15,23,10,1,16,1,1.0
"org.jkiss.dbeaver.ext.mysql.model.MySQLTableBase",122,10,7,18,26,17,21,22,1,1.0
"org.jkiss.dbeaver.ui.editors.data.preferences.PrefPageResultSetPresentationPlainText",122,8,1,8,12,9,0,10,11,0.2857142857142857
"org.jkiss.dbeaver.model.impl.jdbc.JDBCURL",122,7,6,32,8,4,6,10,7,0.7142857142857143
"org.jkiss.dbeaver.ui.properties.PropertyEditorUtils",122,5,4,26,18,10,1,17,3,0.75
"org.jkiss.dbeaver.tools.sql.task.SQLScriptExecuteHandler",122,4,1,16,28,20,0,22,0,0.0
"org.jkiss.dbeaver.ext.mssql.model.SQLServerProcedure",121,15,14,21,19,11,4,16,5,0.8571428571428571
"org.jkiss.dbeaver.model.impl.sql.edit.SQLStructEditor",121,13,7,27,9,7,2,13,1,1.0
"org.jkiss.dbeaver.ui.controls.CustomTreeEditor",121,11,9,30,8,1,0,4,4,0.85
"org.jkiss.dbeaver.ui.controls.resultset.panel.ResultSetPanelDescriptor",121,10,9,26,16,11,3,16,13,0.6153846153846154
"org.jkiss.dbeaver.ext.mysql.model.plan.MySQLPlanClassic",121,9,6,28,11,7,2,9,1,1.0
"org.jkiss.dbeaver.ext.generic.model.TableCache",121,8,4,14,18,12,1,15,4,0.7857142857142857
"org.jkiss.dbeaver.ui.app.standalone.DBeaverSplashHandler",121,6,5,18,10,1,0,6,4,0.7
"org.jkiss.dbeaver.model.sql.format.external.SQLFormatterExternal",121,4,3,15,15,11,2,21,10,0.0
"org.jkiss.dbeaver.model.impl.data.transformers.MapAttributeTransformer",121,3,1,29,14,7,0,11,1,1.0
"org.jkiss.dbeaver.model.impl.data.AttributeMetaDataProxy",120,22,22,24,11,8,0,11,1,1.0
"org.jkiss.dbeaver.ext.postgresql.model.PostgreRule",120,16,16,17,12,6,1,11,11,0.6666666666666666
"org.jkiss.dbeaver.ext.ui.locks.table.LockTable",120,14,9,11,19,9,1,11,4,0.9423076923076923
"org.jkiss.dbeaver.ext.db2.DB2SQLDialect",120,12,9,24,27,18,0,23,3,1.0
"org.jkiss.dbeaver.ext.greenplum.model.GreenplumSchema",120,11,7,21,16,9,3,14,0,0.0
"org.jkiss.dbeaver.ext.oracle.model.OracleDataTypeMethod",120,11,9,15,18,11,1,15,7,0.7
"org.jkiss.dbeaver.ui.views.process.ShellProcessView",120,10,8,20,17,7,2,13,4,0.8333333333333334
"org.jkiss.dbeaver.tools.transfer.ui.pages.database.AttributeTransformerSettingsDialog",120,10,3,21,20,8,1,12,6,0.7222222222222222
"org.jkiss.dbeaver.ext.exasol.manager.ExasolConsumerGroupManager",120,9,3,21,20,15,0,23,0,0.0
"org.jkiss.dbeaver.ext.generic.edit.GenericTableColumnManager",120,9,5,22,23,18,6,21,0,0.0
"org.jkiss.dbeaver.ui.editors.data.preferences.PrefPageResultSetPresentation",120,8,1,8,15,9,0,10,10,0.35714285714285715
"org.jkiss.dbeaver.ext.wmi.views.WMIConnectionPage",120,7,6,15,13,7,0,8,7,0.5
"org.jkiss.dbeaver.ui.controls.PropertyPageStandard",120,7,7,29,16,8,5,14,4,0.75
"org.jkiss.utils.ArgumentTokenizer",120,3,2,34,2,0,1,5,4,0.25
"org.jkiss.dbeaver.ui.editors.ProgressEditorPart",119,19,16,21,14,7,1,11,3,0.9444444444444444
"org.jkiss.dbeaver.ui.dialogs.connection.EditConnectionDialog",119,12,4,20,16,6,2,8,5,0.8727272727272727
"org.jkiss.dbeaver.ext.postgresql.tasks.PostgreDatabaseBackupHandler",119,11,3,29,18,12,0,17,0,0.0
"org.jkiss.dbeaver.ext.oracle.edit.OracleTableManager",119,9,3,20,21,15,1,19,1,1.0
"org.jkiss.dbeaver.model.impl.struct.ContextDefaultObjectsReader",119,9,9,28,19,14,1,16,8,0.640625
"org.jkiss.dbeaver.ext.oracle.edit.OracleTableColumnManager",119,8,3,15,25,18,2,20,1,1.0
"org.jkiss.dbeaver.model.sql.parser.rules.SQLWordRule",119,8,6,32,10,5,0,11,8,0.6607142857142857
"org.jkiss.dbeaver.ui.notifications.NotificationPopup",119,7,5,12,16,0,1,2,3,0.9444444444444445
"org.jkiss.utils.csv.CSVWriter",118,17,14,34,2,0,1,7,13,0.625
"org.jkiss.dbeaver.ext.exasol.model.ExasolTableBase",118,17,17,22,23,13,9,19,3,0.9375
"org.jkiss.dbeaver.ext.postgresql.model.PostgreViewBase",118,10,9,21,25,16,4,21,1,1.0
"org.jkiss.dbeaver.ext.mysql.tools.MySQLScriptExecuteWizardPageSettings",118,9,7,12,15,7,1,9,3,0.875
"org.jkiss.dbeaver.ext.postgresql.model.data.PostgreStructValueHandler",118,4,2,24,27,19,1,24,2,1.1666666666666667
"org.jkiss.dbeaver.ui.actions.datasource.ToolsContextMenuHandler",118,3,2,14,22,8,0,11,1,1.5
"org.jkiss.dbeaver.runtime.properties.PropertySourceCollection",117,22,21,35,11,5,1,9,4,0.9285714285714286
"org.jkiss.dbeaver.runtime.properties.PropertySourceMap",117,22,22,35,11,4,1,9,4,0.9523809523809523
"org.jkiss.dbeaver.ui.editors.sql.templates.SQLVariable",117,17,17,23,9,0,1,6,6,0.875
"org.jkiss.dbeaver.ext.exasol.model.ExasolFunction",117,15,15,15,21,11,1,16,5,0.8571428571428571
"org.jkiss.dbeaver.ext.db2.model.DB2ViewBase",117,14,14,15,22,12,3,15,7,0.7912087912087912
"org.jkiss.dbeaver.registry.DataSourceAuthModelDescriptor",117,14,14,21,16,11,1,15,9,0.735042735042735
"org.jkiss.dbeaver.ui.navigator.actions.ToggleViewAction",117,14,13,24,5,1,2,4,3,0.9230769230769231
"org.jkiss.dbeaver.ext.oracle.model.OraclePartitionBase",117,13,12,16,10,6,1,8,12,0.5416666666666666
"org.jkiss.dbeaver.ext.postgresql.edit.PostgreIndexManager",117,10,4,17,22,16,0,20,0,0.0
"org.jkiss.dbeaver.ui.editors.sql.preferences.format.tokenized.SQLTokenizedFormatterConfigurationPage",117,6,4,9,17,6,1,8,6,0.5
"org.jkiss.dbeaver.ext.import_config.wizards.ImportConnectionInfo",116,23,23,23,3,1,5,2,13,0.7832167832167832
"org.jkiss.dbeaver.registry.updater.VersionDescriptor",116,17,16,14,15,5,3,8,10,0.775
"org.jkiss.dbeaver.ext.db2.model.DB2TableForeignKey",116,16,16,16,18,12,2,15,5,0.8666666666666667
"org.jkiss.dbeaver.ext.spanner.ui.views.SpannerConnectionPage",116,7,7,15,20,12,0,14,7,0.5
"org.jkiss.dbeaver.ui.editors.entity.handlers.SaveChangesHandler",116,5,4,18,20,9,1,12,4,0.625
"org.jkiss.dbeaver.model.virtual.DBVEntityConstraint",115,18,17,23,8,2,10,4,5,0.9176470588235294
"org.jkiss.dbeaver.ext.hana.model.HANADependency",115,16,16,25,14,10,1,12,3,0.9333333333333333
"org.jkiss.dbeaver.ext.db2.model.DB2ExecutionContext",115,14,12,22,17,14,1,18,5,0.9230769230769231
"org.jkiss.dbeaver.ext.oracle.model.OracleProcedureStandalone",115,13,13,19,17,11,2,16,2,0.9583333333333334
"org.jkiss.dbeaver.ext.postgresql.edit.PostgreProcedureManager",115,13,5,18,22,18,1,21,0,0.0
"org.jkiss.dbeaver.ext.vertica.model.VerticaDataSource",115,9,6,46,17,11,1,15,1,1.125
"org.jkiss.dbeaver.model.impl.jdbc.cache.JDBCStructLookupCache",115,7,5,19,15,9,14,13,1,1.1666666666666667
"org.jkiss.dbeaver.model.impl.jdbc.data.handlers.JDBCArrayValueHandler",115,6,4,24,18,12,3,16,1,1.2
"org.jkiss.dbeaver.ext.db2.model.security.DB2GranteeCache",115,4,1,10,10,8,1,11,2,0.8333333333333334
"org.jkiss.dbeaver.ext.mysql.ui.editors.MySQLSessionEditor",114,10,5,8,25,15,0,17,5,0.7777777777777778
"org.jkiss.dbeaver.ui.editors.object.struct.EditDictionaryPage",114,9,6,16,17,9,4,12,5,0.75
"org.jkiss.dbeaver.ext.mysql.MySQLUtils",114,7,7,13,13,9,5,14,3,0.8888888888888888
"org.jkiss.dbeaver.ext.mysql.data.MySQLDateTimeValueHandler",114,5,5,22,18,11,1,14,4,1.1875
"org.jkiss.dbeaver.ui.app.standalone.update.DBeaverVersionChecker",114,5,1,22,20,12,2,15,4,0.625
"org.jkiss.dbeaver.ext.postgresql.edit.PostgreCommandGrantPrivilege",114,4,4,26,13,9,2,11,4,0.5
"org.jkiss.dbeaver.ui.editors.BinaryEditorInput",113,17,17,19,18,5,0,11,5,0.875
"org.jkiss.dbeaver.registry.task.TaskTypeDescriptor",113,15,15,21,17,13,6,19,5,0.8571428571428571
"org.jkiss.dbeaver.ext.oracle.model.OracleExecutionContext",113,13,12,22,18,15,3,19,2,0.9583333333333334
"org.jkiss.dbeaver.ext.postgresql.model.PostgreIndexColumn",113,13,13,19,6,3,2,5,7,0.75
"org.jkiss.dbeaver.ui.controls.AdvancedTextCellEditor",113,12,4,20,14,6,0,8,3,0.9090909090909091
"org.jkiss.dbeaver.ext.exasol.manager.ExasolViewManager",113,10,3,14,21,17,0,21,0,0.0
